Claim_ID,Customer_Age,Gender,Policy_Type,Claim_Amount,Premium_Amount,Claim_History_Count,Previous_Fraud_Flag,Days_To_Report,Claim_Type,Risk_Label
CLM10671,63,Female,Health,27784.13,1767.68,3,0,56,Theft,Low Risk
CLM10672,37,Male,Life,208711.0,8494.13,3,1,7,Medical,High Risk
CLM10673,82,Female,Property,12921.01,1540.86,2,0,48,Accident,Low Risk
CLM10674,74,Male,Property,83968.35,6874.53,0,0,36,Theft,Low Risk
CLM10675,58,Male,Vehicle,6554.12,809.25,0,0,50,Accident,Low Risk
CLM10676,55,Female,Health,16176.93,1792.23,1,0,43,Accident,Low Risk
CLM10677,29,Female,Vehicle,29907.42,1157.93,0,0,10,Theft,Low Risk
CLM10678,67,Female,Property,41390.59,3239.62,0,0,7,Accident,Low Risk
CLM10679,67,Female,Health,23301.09,1660.4,1,1,46,Theft,High Risk
CLM10680,41,Male,Property,37092.62,1863.45,4,1,22,Natural Disaster,High Risk
CLM10681,85,Female,Property,65553.44,4335.33,0,0,14,Theft,Low Risk
CLM10682,36,Female,Health,33045.72,2394.14,0,0,51,Accident,Low Risk
CLM10683,80,Male,Vehicle,25312.23,1953.7,5,0,54,Medical,Low Risk
CLM10684,48,Male,Vehicle,20258.92,1653.16,2,0,2,Natural Disaster,Low Risk
CLM10685,85,Male,Health,1529.12,257.07,2,0,21,Theft,Low Risk
CLM10686,50,Female,Vehicle,9066.17,833.49,0,0,5,Natural Disaster,Low Risk
CLM10687,74,Male,Health,49221.83,4163.5,2,0,30,Medical,Low Risk
CLM10688,52,Male,Life,451040.36,25167.69,0,0,27,Theft,Low Risk
CLM10689,36,Male,Vehicle,14392.39,883.6,2,0,27,Natural Disaster,Low Risk
CLM10690,70,Female,Property,48534.06,1828.3,1,0,18,Theft,Low Risk
CLM10691,45,Female,Life,255244.79,11919.99,5,0,3,Natural Disaster,Low Risk
CLM10692,84,Male,Vehicle,12017.8,1005.1,1,0,53,Medical,Low Risk
CLM10693,58,Male,Property,49223.04,2060.32,1,0,37,Accident,Low Risk
CLM10694,47,Male,Property,46668.09,3928.22,4,0,44,Theft,Low Risk
CLM10695,86,Male,Health,46947.53,4802.43,0,0,44,Medical,Low Risk
CLM10696,41,Male,Health,27773.13,1938.45,1,0,254,Natural Disaster,Low Risk
CLM10697,72,Female,Vehicle,22856.73,2631.9,0,0,23,Theft,Low Risk
CLM10698,56,Male,Property,20475.75,2143.25,4,0,9,Accident,Low Risk
CLM10699,28,Male,Vehicle,24693.01,1386.13,2,0,26,Theft,Low Risk
CLM10700,64,Female,Health,7181.5,310.48,0,0,16,Medical,Low Risk
CLM10701,76,Female,Health,26847.3,2704.14,4,0,11,Medical,Low Risk
CLM10702,23,Male,Health,25146.29,1106.49,0,0,28,Accident,Low Risk
CLM10703,53,Male,Health,33828.53,760.11,2,0,91,Theft,Low Risk
CLM10704,32,Male,Life,168805.78,2137.48,5,1,23,Theft,High Risk
CLM10705,78,Male,Vehicle,24588.8,2254.4,0,0,30,Accident,Low Risk
CLM10706,70,Male,Vehicle,29790.36,2867.59,0,0,10,Medical,Low Risk
CLM10707,34,Male,Property,30438.56,1839.02,2,0,36,Natural Disaster,Low Risk
CLM10708,21,Female,Life,493211.64,8676.91,0,0,54,Medical,High Risk
CLM10709,60,Male,Vehicle,14923.91,947.81,1,0,15,Theft,Low Risk
CLM10710,89,Male,Vehicle,18521.04,518.32,1,0,18,Natural Disaster,Low Risk
CLM10711,78,Male,Vehicle,20935.67,960.41,5,0,185,Theft,High Risk
CLM10712,64,Female,Life,382517.73,31952.1,0,0,132,Medical,Low Risk
CLM10713,86,Male,Life,280926.51,15575.1,0,0,3,Medical,High Risk
CLM10714,18,Male,Property,51099.28,3231.99,0,0,9,Natural Disaster,Low Risk
CLM10715,70,Female,Property,57658.57,3705.79,0,0,22,Natural Disaster,High Risk
CLM10716,81,Male,Vehicle,7100.79,544.44,0,0,302,Theft,Low Risk
CLM10717,40,Female,Health,41845.13,1610.29,1,0,10,Natural Disaster,Low Risk
CLM10718,77,Male,Health,48075.02,2365.94,3,0,58,Medical,High Risk
CLM10719,29,Male,Property,63346.04,2965.62,0,0,24,Accident,Low Risk
CLM10720,69,Female,Life,55744.44,5208.72,0,0,165,Medical,High Risk
CLM10721,86,Female,Property,88957.39,8805.46,2,0,59,Medical,High Risk
CLM10722,70,Male,Health,42665.57,1611.48,1,0,32,Theft,Low Risk
CLM10723,21,Male,Vehicle,26628.27,1786.26,0,0,55,Natural Disaster,Low Risk
CLM10724,79,Male,Life,297170.82,23400.47,0,0,41,Medical,Low Risk
CLM10725,30,Female,Property,30862.85,1810.07,0,0,20,Medical,Low Risk
CLM10726,89,Female,Health,20290.41,677.78,1,0,41,Accident,Low Risk
CLM10727,20,Male,Property,59404.87,3712.61,1,0,56,Accident,High Risk
CLM10728,21,Female,Life,414771.73,31969.82,0,0,54,Natural Disaster,High Risk
CLM10729,31,Male,Vehicle,9643.14,643.59,4,0,32,Accident,Low Risk
CLM10730,39,Male,Health,6887.8,770.3,1,0,58,Medical,Low Risk
CLM10731,76,Female,Vehicle,29929.9,3112.62,0,0,57,Medical,Low Risk
CLM10732,67,Male,Property,90883.32,3895.86,0,0,37,Theft,Low Risk
CLM10733,49,Female,Vehicle,8113.1,636.76,2,0,24,Medical,Low Risk
CLM10734,22,Female,Health,36746.33,1888.42,0,0,17,Natural Disaster,Low Risk
CLM10735,73,Female,Vehicle,29524.32,2186.06,0,0,22,Theft,Low Risk
CLM10736,33,Male,Vehicle,11317.45,732.41,1,0,48,Theft,Low Risk
CLM10737,25,Male,Health,37912.33,3191.06,1,0,6,Natural Disaster,Low Risk
CLM10738,86,Male,Health,16513.3,1275.28,2,0,36,Accident,Low Risk
CLM10739,89,Male,Vehicle,16011.27,1392.57,5,1,2,Medical,High Risk
CLM10740,52,Male,Life,382829.76,21238.47,0,0,39,Theft,Low Risk
CLM10741,20,Female,Property,93919.45,6936.97,2,0,19,Accident,Low Risk
CLM10742,31,Female,Life,408104.03,16679.58,1,1,243,Natural Disaster,High Risk
CLM10743,54,Male,Property,71049.55,1975.32,0,0,51,Medical,Low Risk
CLM10744,83,Female,Vehicle,3787.65,656.08,1,0,3,Accident,Low Risk
CLM10745,76,Male,Life,310925.41,8026.65,0,0,50,Accident,High Risk
CLM10746,83,Male,Life,383737.02,14654.41,0,0,40,Theft,High Risk
CLM10747,78,Female,Vehicle,17224.78,327.16,1,0,56,Theft,Low Risk
CLM10748,49,Female,Property,84838.03,6031.88,1,0,28,Theft,Low Risk
CLM10749,88,Female,Property,46548.02,4725.6,0,0,46,Theft,Low Risk
CLM10750,40,Male,Vehicle,27802.33,671.62,1,0,3,Natural Disaster,Low Risk
CLM10751,33,Male,Life,254240.88,18112.84,0,0,27,Medical,Low Risk
CLM10752,44,Male,Vehicle,7469.61,254.05,1,0,36,Theft,Low Risk
CLM10753,34,Female,Property,72950.37,4826.64,4,0,192,Medical,High Risk
CLM10754,21,Female,Vehicle,16318.57,1318.26,4,0,40,Theft,Low Risk
CLM10755,73,Male,Health,31112.51,2938.89,0,1,29,Natural Disaster,High Risk
CLM10756,32,Female,Life,280535.16,6548.34,1,0,42,Theft,Low Risk
CLM10757,49,Female,Vehicle,13471.61,1547.4,1,0,6,Natural Disaster,Low Risk
CLM10758,34,Female,Property,56641.58,4154.03,1,1,37,Theft,High Risk
CLM10759,48,Male,Vehicle,22224.32,1467.89,1,0,48,Natural Disaster,Low Risk
CLM10760,52,Female,Health,25040.07,2545.61,1,0,51,Accident,Low Risk
CLM10761,61,Male,Property,34408.13,1673.7,0,0,55,Natural Disaster,Low Risk
CLM10762,32,Male,Property,5223.01,539.54,0,0,51,Natural Disaster,Low Risk
CLM10763,37,Male,Property,34840.43,2477.04,1,0,19,Accident,Low Risk
CLM10764,23,Male,Property,15747.91,1154.78,3,1,47,Accident,High Risk
CLM10765,73,Female,Health,31622.24,2863.35,0,0,73,Natural Disaster,Low Risk
CLM10766,83,Male,Life,499883.57,16384.48,1,0,38,Accident,High Risk
CLM10767,43,Male,Property,13016.86,541.41,0,0,48,Accident,Low Risk
CLM10768,58,Female,Health,35749.85,1186.49,2,0,19,Accident,Low Risk
CLM10769,71,Female,Health,7712.13,1019.19,1,0,1,Medical,Low Risk
CLM10770,68,Female,Property,91301.57,2159.65,2,0,25,Natural Disaster,Low Risk
CLM10771,19,Female,Property,8772.56,1029.73,1,0,53,Medical,Low Risk
CLM10772,83,Female,Property,30840.24,2497.5,0,0,9,Medical,Low Risk
CLM10773,78,Male,Life,419742.2,6788.76,0,0,24,Theft,High Risk
CLM10774,20,Female,Life,434799.24,18395.22,5,1,14,Accident,High Risk
CLM10775,52,Male,Life,369944.57,18462.46,2,0,12,Natural Disaster,Low Risk
CLM10776,87,Female,Life,339248.15,13844.13,0,0,46,Accident,High Risk
CLM10777,51,Male,Vehicle,3006.05,332.67,1,0,9,Accident,Low Risk
CLM10778,74,Male,Property,18475.22,682.46,2,0,32,Theft,Low Risk
CLM10779,23,Female,Property,35417.69,3529.56,2,0,51,Theft,Low Risk
CLM10780,31,Male,Life,479478.61,44576.75,1,0,25,Theft,Low Risk
CLM10781,59,Male,Vehicle,12838.89,844.91,0,0,24,Natural Disaster,Low Risk
CLM10782,28,Male,Health,2412.98,240.7,0,0,35,Accident,Low Risk
CLM10783,79,Male,Life,356657.28,5864.51,5,1,41,Accident,High Risk
CLM10784,68,Female,Vehicle,16983.1,1398.81,0,0,46,Natural Disaster,Low Risk
CLM10785,65,Female,Life,367947.41,20670.13,0,0,58,Theft,High Risk
CLM10786,58,Male,Property,13668.91,582.96,0,0,0,Theft,Low Risk
CLM10787,74,Female,Health,12564.39,1067.84,0,1,178,Accident,High Risk
CLM10788,27,Female,Life,117170.61,4187.55,1,0,59,Theft,Low Risk
CLM10789,89,Female,Health,15189.55,1067.32,0,0,17,Theft,Low Risk
CLM10790,81,Male,Property,49420.95,4810.17,5,0,11,Medical,Low Risk
CLM10791,29,Male,Vehicle,27933.15,2466.59,0,0,25,Theft,Low Risk
CLM10792,76,Male,Property,60986.51,3673.45,1,0,28,Medical,High Risk
CLM10793,86,Female,Life,72118.68,986.91,2,0,53,Natural Disaster,High Risk
CLM10794,54,Male,Health,2989.2,551.36,3,0,57,Accident,Low Risk
CLM10795,25,Female,Health,5194.38,541.07,0,0,9,Medical,Low Risk
CLM10796,65,Male,Property,10958.61,1211.78,0,0,35,Natural Disaster,Low Risk
CLM10797,26,Male,Life,375318.8,31544.98,0,0,325,Accident,Low Risk
CLM10798,37,Female,Life,81912.29,2623.64,3,0,39,Theft,High Risk
CLM10799,26,Female,Life,158118.16,3690.19,2,0,15,Natural Disaster,Low Risk
CLM10800,59,Male,Vehicle,19558.74,2188.19,4,1,57,Natural Disaster,High Risk
CLM10801,54,Female,Health,41440.11,1345.35,3,0,5,Accident,Low Risk
CLM10802,59,Female,Health,23660.38,2534.88,1,0,42,Accident,Low Risk
CLM10803,50,Male,Life,415023.17,5663.48,1,0,42,Theft,Low Risk
CLM10804,29,Female,Vehicle,11092.78,1289.8,1,0,23,Medical,Low Risk
CLM10805,58,Female,Health,31298.97,794.11,1,0,14,Theft,Low Risk
CLM10806,47,Female,Vehicle,9043.06,661.8,0,0,23,Medical,Low Risk
CLM10807,39,Female,Life,199958.78,12844.29,1,0,18,Natural Disaster,Low Risk
CLM10808,26,Female,Property,59877.84,2737.22,3,0,53,Accident,High Risk
CLM10809,46,Female,Vehicle,1107.87,339.05,0,0,50,Natural Disaster,Low Risk
CLM10810,77,Female,Life,449475.98,17532.74,2,0,19,Medical,Low Risk
CLM10811,75,Female,Life,102595.44,10352.42,0,0,71,Medical,High Risk
CLM10812,45,Female,Health,23054.67,632.76,1,0,315,Accident,Low Risk
CLM10813,31,Female,Life,102864.15,8671.57,0,0,54,Medical,High Risk
CLM10814,73,Male,Health,10693.4,1100.11,2,0,39,Natural Disaster,Low Risk
CLM10815,70,Male,Property,54417.17,2094.72,0,0,232,Medical,Low Risk
CLM10816,76,Male,Vehicle,3470.81,599.24,5,1,12,Medical,High Risk
CLM10817,61,Male,Property,77583.5,1375.49,0,0,16,Accident,Low Risk
CLM10818,44,Male,Life,199889.21,9828.18,0,0,50,Theft,Low Risk
CLM10819,76,Female,Health,6701.07,771.51,4,0,6,Accident,High Risk
CLM10820,65,Male,Health,24686.21,1074.9,0,0,54,Theft,Low Risk
CLM10821,25,Male,Property,79228.84,5995.48,4,1,48,Accident,High Risk
CLM10822,74,Female,Property,21781.09,1259.55,2,0,19,Theft,Low Risk
CLM10823,53,Female,Life,411370.49,18202.74,0,0,44,Accident,High Risk
CLM10824,38,Male,Vehicle,29792.09,2050.17,0,0,40,Natural Disaster,Low Risk
CLM10825,59,Female,Health,16414.5,943.74,1,0,1,Theft,Low Risk
CLM10826,38,Female,Property,36236.17,2730.18,0,0,2,Medical,Low Risk
CLM10827,86,Male,Property,34419.79,1188.2,1,0,44,Accident,Low Risk
CLM10828,82,Male,Health,26505.51,2095.81,2,0,9,Accident,Low Risk
CLM10829,73,Male,Vehicle,26447.19,1724.13,5,1,7,Theft,High Risk
CLM10830,44,Male,Property,66182.51,1708.52,1,0,80,Medical,High Risk
CLM10831,89,Male,Vehicle,20552.37,729.14,1,0,42,Natural Disaster,Low Risk
CLM10832,27,Male,Property,89275.12,4021.82,1,0,8,Theft,Low Risk
CLM10833,18,Female,Vehicle,7198.36,464.68,0,0,33,Medical,Low Risk
CLM10834,81,Female,Property,42506.07,4366.1,5,1,52,Medical,High Risk
CLM10835,63,Male,Life,149485.49,8707.42,0,0,30,Medical,Low Risk
CLM10836,45,Male,Health,45315.67,5021.96,3,0,49,Medical,Low Risk
CLM10837,56,Female,Health,21972.95,1727.05,0,0,16,Natural Disaster,Low Risk
CLM10838,89,Female,Life,308030.73,29235.63,0,0,21,Accident,Low Risk
CLM10839,57,Male,Vehicle,15676.41,1601.84,2,0,38,Accident,Low Risk
CLM10840,54,Female,Health,41359.3,3335.24,2,0,43,Accident,Low Risk
CLM10841,77,Male,Health,8495.13,1005.59,5,0,38,Accident,High Risk
CLM10842,52,Male,Vehicle,13523.47,507.5,1,0,2,Accident,Low Risk
CLM10843,81,Female,Health,9505.04,1356.28,0,0,24,Natural Disaster,Low Risk
CLM10844,64,Female,Health,40494.57,1527.33,1,0,36,Theft,Low Risk
CLM10845,76,Female,Vehicle,12930.92,1382.81,5,0,43,Theft,High Risk
CLM10846,69,Female,Vehicle,5743.1,563.62,0,0,245,Accident,Low Risk
CLM10847,69,Female,Life,60416.05,3618.14,0,0,43,Medical,High Risk
CLM10848,67,Female,Vehicle,22831.69,995.3,1,0,15,Medical,Low Risk
CLM10849,37,Male,Property,38937.99,2648.52,0,0,47,Natural Disaster,Low Risk
CLM10850,71,Female,Vehicle,13084.15,898.4,3,0,50,Natural Disaster,Low Risk
CLM10851,47,Male,Health,18262.82,997.92,0,0,35,Natural Disaster,Low Risk
CLM10852,59,Female,Vehicle,13731.85,660.83,1,1,8,Theft,High Risk
CLM10853,36,Male,Life,97143.14,5138.2,3,0,102,Accident,High Risk
CLM10854,80,Female,Property,47944.16,3819.7,2,0,328,Natural Disaster,Low Risk
CLM10855,64,Male,Property,25358.51,1866.15,0,0,15,Medical,Low Risk
CLM10856,23,Female,Health,16237.68,517.01,3,0,31,Medical,High Risk
CLM10857,50,Male,Health,47224.51,2488.96,2,0,50,Theft,Low Risk
CLM10858,47,Male,Life,100212.04,2605.91,0,1,5,Medical,High Risk
CLM10859,78,Female,Life,249702.61,15636.77,0,0,15,Natural Disaster,Low Risk
CLM10860,31,Female,Health,7049.72,949.8,0,0,37,Theft,Low Risk
CLM10861,77,Male,Property,34866.58,3097.3,0,0,12,Medical,Low Risk
CLM10862,79,Male,Property,5505.8,570.62,0,0,4,Theft,Low Risk
CLM10863,70,Male,Health,33414.69,2508.74,1,0,48,Natural Disaster,Low Risk
CLM10864,82,Female,Vehicle,8694.08,596.11,1,0,7,Natural Disaster,Low Risk
CLM10865,28,Male,Life,218083.85,16392.63,2,0,34,Natural Disaster,High Risk
CLM10866,81,Male,Life,264455.57,9997.18,0,0,12,Medical,Low Risk
CLM10867,78,Male,Health,42755.24,2892.14,1,0,4,Theft,Low Risk
CLM10868,34,Male,Property,9966.26,456.7,0,0,45,Theft,Low Risk
CLM10869,85,Female,Property,54175.7,2729.83,0,0,6,Theft,Low Risk
CLM10870,43,Female,Property,84161.06,4670.31,0,0,12,Accident,Low Risk
CLM10871,39,Female,Vehicle,13094.54,1209.17,1,0,25,Theft,Low Risk
CLM10872,65,Male,Property,8874.58,670.57,5,1,45,Natural Disaster,High Risk
CLM10873,87,Female,Vehicle,15645.81,352.13,3,0,36,Natural Disaster,High Risk
CLM10874,81,Female,Property,73252.49,4300.27,4,0,44,Accident,High Risk
CLM10875,22,Female,Life,68618.47,3139.95,0,0,39,Accident,High Risk
CLM10876,77,Male,Property,82358.59,5084.14,1,0,38,Theft,High Risk
CLM10877,82,Female,Health,25160.76,1234.81,3,0,47,Medical,High Risk
CLM10878,79,Female,Property,66169.92,4141.0,0,0,38,Accident,High Risk
CLM10879,76,Female,Life,472599.15,15673.47,2,0,9,Accident,High Risk
CLM10880,60,Female,Property,35675.6,2248.97,1,0,54,Medical,Low Risk
CLM10881,79,Male,Health,21050.64,1558.87,1,0,32,Medical,High Risk
CLM10882,59,Male,Health,16594.49,847.26,0,0,13,Medical,Low Risk
CLM10883,89,Male,Health,14995.7,957.74,0,0,36,Accident,Low Risk
CLM10884,32,Male,Life,303406.97,3463.38,1,0,16,Accident,Low Risk
CLM10885,86,Male,Health,49227.8,4465.3,1,0,56,Natural Disaster,Low Risk
CLM10886,29,Female,Life,118869.17,6862.84,3,0,55,Natural Disaster,High Risk
CLM10887,84,Female,Vehicle,23965.29,1960.72,4,0,31,Theft,High Risk
CLM10888,41,Male,Property,28461.51,2661.75,1,0,12,Theft,Low Risk
CLM10889,28,Female,Life,222777.0,17291.27,0,0,183,Medical,Low Risk
CLM10890,23,Female,Property,37171.11,1060.63,0,0,46,Accident,Low Risk
CLM10891,54,Male,Vehicle,9922.0,490.44,0,0,46,Theft,Low Risk
CLM10892,55,Male,Property,78611.55,1985.29,1,0,14,Accident,Low Risk
CLM10893,22,Male,Life,193173.47,6120.93,2,0,13,Accident,Low Risk
CLM10894,21,Female,Life,293534.63,3693.8,1,0,47,Medical,High Risk
CLM10895,21,Female,Life,231849.43,7245.24,1,0,20,Theft,High Risk
CLM10896,74,Male,Health,1873.86,245.4,0,0,20,Medical,Low Risk
CLM10897,39,Male,Property,38378.81,1538.61,2,0,51,Natural Disaster,Low Risk
CLM10898,73,Male,Health,47429.16,2193.21,1,0,4,Natural Disaster,Low Risk
CLM10899,55,Female,Property,71089.38,5886.9,2,0,4,Medical,Low Risk
CLM10900,87,Female,Vehicle,14368.12,1331.86,3,0,25,Natural Disaster,High Risk
CLM10901,70,Female,Life,232981.48,14280.48,3,0,52,Medical,High Risk
CLM10902,76,Female,Vehicle,25776.03,2158.99,3,0,112,Natural Disaster,High Risk
CLM10903,70,Female,Vehicle,17859.63,1610.31,0,0,7,Medical,Low Risk
CLM10904,60,Male,Vehicle,27756.07,531.04,0,0,38,Theft,Low Risk
CLM10905,88,Male,Health,29421.89,2337.64,1,0,26,Medical,Low Risk
CLM10906,40,Female,Property,70258.1,2885.59,0,0,280,Medical,Low Risk
CLM10907,66,Female,Property,49441.23,1149.04,0,0,105,Accident,Low Risk
CLM10908,30,Female,Health,39082.11,1832.39,1,0,17,Natural Disaster,Low Risk
CLM10909,62,Female,Health,35125.45,1031.16,1,0,55,Natural Disaster,Low Risk
CLM10910,61,Male,Life,372228.37,14776.94,1,0,21,Medical,Low Risk
CLM10911,42,Male,Health,15939.09,1710.16,2,0,3,Medical,Low Risk
CLM10912,26,Female,Property,73549.77,3038.94,0,0,47,Natural Disaster,High Risk
CLM10913,22,Female,Property,88623.92,3261.44,0,0,201,Theft,Low Risk
CLM10914,88,Female,Life,276468.76,18849.59,2,0,27,Accident,Low Risk
CLM10915,56,Female,Health,31164.99,1058.45,5,0,108,Theft,Low Risk
CLM10916,84,Male,Life,295039.08,17215.45,2,0,10,Accident,Low Risk
CLM10917,79,Female,Vehicle,15228.78,1909.31,0,0,12,Medical,Low Risk
CLM10918,19,Male,Health,47504.4,1283.06,0,0,151,Accident,Low Risk
CLM10919,65,Male,Health,10149.92,656.71,1,0,4,Theft,Low Risk
CLM10920,57,Male,Property,71874.5,3128.81,4,0,19,Accident,High Risk
CLM10921,25,Male,Property,28637.55,2374.59,0,0,35,Natural Disaster,Low Risk
CLM10922,32,Female,Health,6017.33,214.02,0,0,17,Theft,Low Risk
CLM10923,58,Male,Health,8517.46,535.41,1,0,23,Theft,Low Risk
CLM10924,83,Female,Vehicle,22430.77,1230.7,0,0,9,Accident,Low Risk
CLM10925,41,Male,Vehicle,2273.23,566.05,3,0,57,Medical,High Risk
CLM10926,62,Female,Health,45266.98,1370.96,3,0,37,Medical,Low Risk
CLM10927,64,Male,Life,463031.34,21085.56,3,0,218,Medical,High Risk
CLM10928,36,Female,Health,34730.32,1734.34,0,0,244,Natural Disaster,Low Risk
CLM10929,83,Female,Property,40756.82,3286.46,1,0,52,Accident,Low Risk
CLM10930,25,Female,Vehicle,14878.93,1553.68,0,0,38,Theft,Low Risk
CLM10931,53,Male,Property,8729.04,725.09,0,0,59,Natural Disaster,Low Risk
CLM10932,87,Male,Property,41855.46,1280.21,1,0,29,Medical,Low Risk
CLM10933,21,Male,Vehicle,24776.18,1763.2,0,0,272,Natural Disaster,Low Risk
CLM10934,31,Male,Health,16634.67,1497.67,4,1,0,Accident,High Risk
CLM10935,28,Male,Health,25605.94,2958.52,3,0,45,Accident,Low Risk
CLM10936,34,Female,Life,151893.32,8390.03,0,0,35,Medical,Low Risk
CLM10937,67,Female,Health,13771.04,574.36,1,0,15,Medical,Low Risk
CLM10938,20,Male,Life,191108.81,16608.06,2,0,8,Theft,Low Risk
CLM10939,61,Male,Health,41759.38,3135.43,2,0,40,Accident,Low Risk
CLM10940,21,Female,Property,79059.76,5377.53,0,0,16,Accident,High Risk
CLM10941,32,Female,Property,25382.87,2106.66,5,0,42,Accident,High Risk
CLM10942,36,Male,Property,53868.37,1897.49,1,0,36,Theft,Low Risk
CLM10943,67,Female,Health,5371.12,456.64,0,0,44,Medical,Low Risk
CLM10944,62,Male,Vehicle,21648.85,2383.17,0,0,0,Theft,Low Risk
CLM10945,85,Male,Vehicle,9839.58,663.03,0,0,55,Medical,Low Risk
CLM10946,44,Female,Vehicle,26456.34,2194.67,1,0,14,Theft,Low Risk
CLM10947,36,Male,Life,446975.03,27854.66,0,1,14,Accident,High Risk
CLM10948,22,Female,Vehicle,4446.72,506.46,0,0,31,Natural Disaster,Low Risk
CLM10949,82,Male,Health,5151.71,443.07,0,0,125,Theft,Low Risk
CLM10950,64,Male,Vehicle,26211.23,1636.64,0,0,56,Accident,Low Risk
CLM10951,54,Female,Property,91525.8,2567.79,1,0,31,Medical,High Risk
CLM10952,42,Female,Vehicle,23578.35,2124.06,3,0,21,Medical,Low Risk
CLM10953,48,Female,Property,22483.9,1210.48,0,0,27,Medical,Low Risk
CLM10954,33,Male,Vehicle,17625.02,970.5,2,0,13,Accident,Low Risk
CLM10955,84,Female,Health,1011.8,137.63,0,0,37,Theft,Low Risk
CLM10956,75,Female,Vehicle,4553.06,244.23,1,0,302,Accident,Low Risk
CLM10957,45,Female,Property,70254.18,5836.18,1,0,301,Natural Disaster,Low Risk
CLM10958,47,Male,Health,5054.02,796.18,0,0,23,Medical,Low Risk
CLM10959,85,Female,Vehicle,15831.66,1090.43,2,0,19,Medical,Low Risk
CLM10960,78,Male,Health,39794.09,4314.12,2,0,23,Medical,Low Risk
CLM10961,83,Male,Vehicle,4940.7,569.47,5,0,19,Theft,High Risk
CLM10962,48,Male,Property,16802.49,1410.4,1,0,53,Medical,Low Risk
CLM10963,81,Female,Property,47786.41,2164.63,3,0,16,Accident,Low Risk
CLM10964,67,Male,Health,13262.07,1349.61,0,0,26,Natural Disaster,Low Risk
CLM10965,61,Female,Life,393336.22,29176.9,1,1,305,Medical,High Risk
CLM10966,55,Male,Health,48336.75,3511.12,4,1,58,Accident,High Risk
CLM10967,39,Female,Health,25727.41,2862.68,4,1,4,Theft,High Risk
CLM10968,25,Female,Health,49668.08,768.25,1,0,45,Natural Disaster,Low Risk
CLM10969,68,Male,Property,43935.53,2805.9,1,0,33,Accident,Low Risk
CLM10970,35,Female,Property,60403.54,2013.43,2,0,12,Natural Disaster,Low Risk
CLM10971,31,Female,Vehicle,4741.12,623.84,1,0,1,Accident,Low Risk
CLM10972,77,Male,Life,273660.64,3871.24,2,0,50,Medical,Low Risk
CLM10973,44,Female,Life,222270.89,14395.99,0,0,51,Medical,Low Risk
CLM10974,30,Male,Health,11352.97,842.98,1,0,33,Accident,Low Risk
CLM10975,32,Male,Health,5617.91,284.0,1,0,70,Accident,Low Risk
CLM10976,56,Female,Life,56845.89,5132.84,3,1,40,Natural Disaster,High Risk
CLM10977,58,Female,Life,56511.79,1531.16,1,0,25,Medical,Low Risk
CLM10978,72,Male,Life,216566.56,4010.19,3,0,51,Theft,High Risk
CLM10979,65,Female,Life,408011.83,19586.48,0,0,56,Accident,Low Risk
CLM10980,29,Male,Life,283463.74,4062.89,1,0,7,Theft,Low Risk
CLM10981,68,Male,Property,77451.99,4104.74,2,0,38,Accident,Low Risk
CLM10982,24,Female,Life,199888.5,4791.45,0,0,12,Medical,High Risk
CLM10983,65,Male,Property,75644.72,7834.72,0,0,42,Medical,Low Risk
CLM10984,68,Female,Life,121833.47,3883.59,0,1,20,Accident,High Risk
CLM10985,83,Female,Health,48848.01,3867.77,0,0,14,Natural Disaster,Low Risk
CLM10986,62,Female,Vehicle,19298.14,1383.32,1,0,19,Accident,Low Risk
CLM10987,23,Female,Health,5108.44,478.27,0,0,41,Medical,Low Risk
CLM10988,53,Male,Vehicle,15788.04,742.29,0,0,1,Accident,Low Risk
CLM10989,73,Female,Vehicle,6343.69,393.51,0,0,44,Theft,Low Risk
CLM10990,37,Male,Life,261987.28,12227.21,1,0,41,Theft,High Risk
CLM10991,38,Male,Vehicle,13482.24,881.62,4,1,24,Theft,High Risk
CLM10992,40,Female,Vehicle,20365.54,675.44,3,0,53,Natural Disaster,Low Risk
CLM10993,39,Female,Property,75155.98,6415.64,0,0,55,Theft,High Risk
CLM10994,29,Female,Health,45722.35,1506.36,4,0,52,Natural Disaster,High Risk
CLM10995,66,Female,Vehicle,29242.46,874.33,0,0,17,Theft,Low Risk
CLM10996,30,Female,Vehicle,21125.77,942.21,0,0,19,Theft,Low Risk
CLM10997,74,Female,Life,457285.16,22754.66,4,0,3,Medical,Low Risk
CLM10998,57,Male,Life,192809.34,13093.53,2,0,6,Medical,Low Risk
CLM10999,27,Male,Life,214813.85,14120.55,0,0,40,Medical,Low Risk
CLM11000,20,Male,Property,65134.95,1159.4,2,1,34,Medical,High Risk
CLM11001,32,Male,Life,108705.04,11079.17,3,0,8,Accident,Low Risk
CLM11002,89,Female,Life,431375.28,17503.58,1,0,55,Medical,Low Risk
CLM11003,51,Male,Property,82690.59,5169.65,0,0,38,Accident,High Risk
CLM11004,82,Female,Life,472094.54,40181.61,0,0,26,Natural Disaster,High Risk
CLM11005,70,Male,Vehicle,25373.04,1428.18,0,0,35,Medical,Low Risk
CLM11006,42,Female,Property,99048.16,7267.03,0,0,35,Medical,Low Risk
CLM11007,23,Female,Life,169995.29,12913.58,2,0,65,Natural Disaster,High Risk
CLM11008,68,Male,Property,90775.6,7845.06,0,0,40,Natural Disaster,High Risk
